date,long_term_yield,mortgage_rate
1997-01-13,6.63,NA
1997-01-14,6.53,NA
1997-01-15,6.53,NA
1997-01-16,6.57,NA
1997-01-17,6.56,7.87
1997-01-20,NA,NA
1997-01-21,6.52,NA
1997-01-22,6.56,NA
1997-01-23,6.6,NA
1997-01-24,6.64,7.85
1997-01-27,6.69,NA
1997-01-28,6.64,NA
1997-01-29,6.63,NA
1997-01-30,6.61,NA
1997-01-31,6.53,7.88
1997-02-03,6.47,NA
1997-02-04,6.45,NA
1997-02-05,6.47,NA
1997-02-06,6.49,NA
1997-02-07,6.43,7.74
1997-02-10,6.43,NA
1997-02-11,6.43,NA
1997-02-12,6.39,NA
1997-02-13,6.32,NA
1997-02-14,6.28,7.65
1997-02-17,NA,NA
1997-02-18,6.28,NA
1997-02-19,6.3,NA
1997-02-20,6.38,NA
1997-02-21,6.36,7.56
1997-02-24,6.39,NA
1997-02-25,6.4,NA
1997-02-26,6.56,NA
1997-02-27,6.58,NA
1997-02-28,6.56,7.65
1997-03-03,6.58,NA
1997-03-04,6.6,NA
1997-03-05,6.6,NA
1997-03-06,6.62,NA
1997-03-07,6.57,7.84
1997-03-10,6.56,NA
1997-03-11,6.57,NA
1997-03-12,6.6,NA
1997-03-13,6.72,NA
1997-03-14,6.71,7.84
1997-03-17,6.72,NA
1997-03-18,6.72,NA
1997-03-19,6.74,NA
1997-03-20,6.75,NA
1997-03-21,6.74,7.94
1997-03-24,6.72,NA
1997-03-25,6.75,NA
1997-03-26,6.8,NA
1997-03-27,6.9,NA
1997-03-28,NA,7.97
1997-03-31,6.92,NA
1997-04-01,6.9,NA
1997-04-02,6.88,NA
1997-04-03,6.86,NA
1997-04-04,6.92,8.18
1997-04-07,6.87,NA
1997-04-08,6.91,NA
1997-04-09,6.91,NA
1997-04-10,6.91,NA
1997-04-11,6.98,8.15
1997-04-14,6.98,NA
1997-04-15,6.88,NA
1997-04-16,6.9,NA
1997-04-17,6.86,NA
1997-04-18,6.84,8.16
1997-04-21,6.87,NA
1997-04-22,6.84,NA
1997-04-23,6.89,NA
1997-04-24,6.93,NA
1997-04-25,6.94,8.08
1997-04-28,6.92,NA
1997-04-29,6.77,NA
1997-04-30,6.72,NA
1997-05-01,6.69,NA
1997-05-02,6.68,8.01
1997-05-05,6.67,NA
1997-05-06,6.67,NA
1997-05-07,6.76,NA
1997-05-08,6.72,NA
1997-05-09,6.67,7.94
1997-05-12,6.65,NA
1997-05-13,6.71,NA
1997-05-14,6.68,NA
1997-05-15,6.67,NA
1997-05-16,6.7,7.91
1997-05-19,6.71,NA
1997-05-20,6.7,NA
1997-05-21,6.74,NA
1997-05-22,6.76,NA
1997-05-23,6.74,7.92
1997-05-26,NA,NA
1997-05-27,6.79,NA
1997-05-28,6.8,NA
1997-05-29,6.75,NA
1997-05-30,6.67,7.94
1997-06-02,6.66,NA
1997-06-03,6.63,NA
1997-06-04,6.62,NA
1997-06-05,6.62,NA
1997-06-06,6.51,7.85
1997-06-09,6.55,NA
1997-06-10,6.57,NA
1997-06-11,6.56,NA
1997-06-12,6.48,NA
1997-06-13,6.43,7.72
1997-06-16,6.4,NA
1997-06-17,6.43,NA
1997-06-18,6.4,NA
1997-06-19,6.4,NA
1997-06-20,6.37,7.61
1997-06-23,6.4,NA
1997-06-24,6.42,NA
1997-06-25,6.45,NA
1997-06-26,6.5,NA
1997-06-27,6.46,7.58
1997-06-30,6.51,NA
1997-07-01,6.45,NA
1997-07-02,6.42,NA
1997-07-03,6.31,NA
1997-07-04,NA,7.62
1997-07-07,6.27,NA
1997-07-08,6.27,NA
1997-07-09,6.25,NA
1997-07-10,6.26,NA
1997-07-11,6.23,7.47
1997-07-14,6.26,NA
1997-07-15,6.26,NA
1997-07-16,6.2,NA
1997-07-17,6.19,NA
1997-07-18,6.24,7.47
1997-07-21,6.27,NA
1997-07-22,6.15,NA
1997-07-23,6.14,NA
1997-07-24,6.16,NA
1997-07-25,6.18,7.43
1997-07-28,6.16,NA
1997-07-29,6.11,NA
1997-07-30,6.05,NA
1997-07-31,6.02,NA
1997-08-01,6.2,7.36
1997-08-04,6.23,NA
1997-08-05,6.23,NA
1997-08-06,6.21,NA
1997-08-07,6.24,NA
1997-08-08,6.38,7.46
1997-08-11,6.36,NA
1997-08-12,6.39,NA
1997-08-13,6.36,NA
1997-08-14,6.27,NA
1997-08-15,6.27,7.54
1997-08-18,6.21,NA
1997-08-19,6.21,NA
1997-08-20,6.24,NA
1997-08-21,6.3,NA
1997-08-22,6.38,7.46
1997-08-25,6.39,NA
1997-08-26,6.38,NA
1997-08-27,6.38,NA
1997-08-28,6.3,NA
1997-08-29,6.34,7.58
1997-09-01,NA,NA
1997-09-02,6.31,NA
1997-09-03,6.33,NA
1997-09-04,6.33,NA
1997-09-05,6.37,7.53
1997-09-08,6.33,NA
1997-09-09,6.34,NA
1997-09-10,6.37,NA
1997-09-11,6.39,NA
1997-09-12,6.29,7.53
1997-09-15,6.28,NA
1997-09-16,6.11,NA
1997-09-17,6.1,NA
1997-09-18,6.11,NA
1997-09-19,6.09,7.38
1997-09-22,6.06,NA
1997-09-23,6.1,NA
1997-09-24,6.04,NA
1997-09-25,6.13,NA
1997-09-26,6.08,7.28
1997-09-29,6.1,NA
1997-09-30,6.12,NA
1997-10-01,6.04,NA
1997-10-02,6.01,NA
1997-10-03,6.01,7.31
1997-10-06,5.96,NA
1997-10-07,5.94,NA
1997-10-08,6.08,NA
1997-10-09,6.09,NA
1997-10-10,6.15,7.26
1997-10-13,NA,NA
1997-10-14,6.07,NA
1997-10-15,6.1,NA
1997-10-16,6.09,NA
1997-10-17,6.17,7.34
1997-10-20,6.15,NA
1997-10-21,6.14,NA
1997-10-22,6.12,NA
1997-10-23,6.04,NA
1997-10-24,6.01,7.35
1997-10-27,5.91,NA
1997-10-28,5.98,NA
1997-10-29,5.91,NA
1997-10-30,5.84,NA
1997-10-31,5.84,7.21
1997-11-03,5.91,NA
1997-11-04,5.95,NA
1997-11-05,5.95,NA
1997-11-06,5.9,NA
1997-11-07,5.9,7.24
1997-11-10,5.91,NA
1997-11-11,NA,NA
1997-11-12,5.89,NA
1997-11-13,5.87,NA
1997-11-14,5.86,7.23
1997-11-17,5.85,NA
1997-11-18,5.85,NA
1997-11-19,5.82,NA
1997-11-20,5.84,NA
1997-11-21,5.82,7.18
1997-11-24,5.86,NA
1997-11-25,5.85,NA
1997-11-26,5.86,NA
1997-11-27,NA,NA
1997-11-28,5.86,7.17
1997-12-01,5.86,NA
1997-12-02,5.86,NA
1997-12-03,5.83,NA
1997-12-04,5.84,NA
1997-12-05,5.92,7.15
1997-12-08,5.96,NA
1997-12-09,5.95,NA
1997-12-10,5.9,NA
1997-12-11,5.82,NA
1997-12-12,5.74,7.17
1997-12-15,5.78,NA
1997-12-16,5.77,NA
1997-12-17,5.81,NA
1997-12-18,5.76,NA
1997-12-19,5.72,7.07
1997-12-22,5.72,NA
1997-12-23,5.73,NA
1997-12-24,5.76,NA
1997-12-25,NA,NA
1997-12-26,5.75,6.99
1997-12-29,5.76,NA
1997-12-30,5.8,NA
1997-12-31,5.75,NA
1998-01-01,NA,NA
1998-01-02,5.67,7.03
1998-01-05,5.52,NA
1998-01-06,5.49,NA
1998-01-07,5.55,NA
1998-01-08,5.49,NA
1998-01-09,5.4,6.94
1998-01-12,5.39,NA
1998-01-13,5.41,NA
1998-01-14,5.45,NA
1998-01-15,5.48,NA
1998-01-16,5.54,6.89
1998-01-19,NA,NA
1998-01-20,5.57,NA
1998-01-21,5.54,NA
1998-01-22,5.56,NA
1998-01-23,5.7,6.99
1998-01-26,5.63,NA
1998-01-27,5.7,NA
1998-01-28,5.69,NA
1998-01-29,5.58,NA
1998-01-30,5.53,7.12
1998-02-02,5.57,NA
1998-02-03,5.56,NA
1998-02-04,5.57,NA
1998-02-05,5.62,NA
1998-02-06,5.62,7.03
1998-02-09,5.65,NA
1998-02-10,5.64,NA
1998-02-11,5.53,NA
1998-02-12,5.52,NA
1998-02-13,5.49,7.06
1998-02-16,NA,NA
1998-02-17,5.44,NA
1998-02-18,5.49,NA
1998-02-19,5.51,NA
1998-02-20,5.54,6.99
1998-02-23,5.58,NA
1998-02-24,5.69,NA
1998-02-25,5.63,NA
1998-02-26,5.65,NA
1998-02-27,5.62,NA
1998-03-02,5.72,NA
1998-03-03,5.77,NA
1998-03-04,5.76,NA
1998-03-05,5.78,NA
1998-03-06,5.73,7.19
1998-03-09,5.67,NA
1998-03-10,5.67,NA
1998-03-11,5.63,NA
1998-03-12,5.56,NA
1998-03-13,5.58,7.16
1998-03-16,5.54,NA
1998-03-17,5.56,NA
1998-03-18,5.58,NA
1998-03-19,5.58,NA
1998-03-20,5.57,7.08
1998-03-23,5.57,NA
1998-03-24,5.58,NA
1998-03-25,5.64,NA
1998-03-26,5.68,NA
1998-03-27,5.68,7.08
1998-03-30,5.72,NA
1998-03-31,5.67,NA
1998-04-01,5.62,NA
1998-04-02,5.56,NA
1998-04-03,5.47,7.15
1998-04-06,5.51,NA
1998-04-07,5.53,NA
1998-04-08,5.58,NA
1998-04-09,5.59,NA
1998-04-10,NA,7.09
1998-04-13,5.66,NA
1998-04-14,5.63,NA
1998-04-15,5.6,NA
1998-04-16,5.59,NA
1998-04-17,5.59,7.17
1998-04-20,5.65,NA
1998-04-21,5.68,NA
1998-04-22,5.68,NA
1998-04-23,5.69,NA
1998-04-24,5.67,7.15
1998-04-27,5.8,NA
1998-04-28,5.8,NA
1998-04-29,5.81,NA
1998-04-30,5.68,NA
1998-05-01,5.67,7.22
1998-05-04,5.67,NA
1998-05-05,5.7,NA
1998-05-06,5.67,NA
1998-05-07,5.67,NA
1998-05-08,5.71,7.14
1998-05-11,5.79,NA
1998-05-12,5.7,NA
1998-05-13,5.64,NA
1998-05-14,5.67,NA
1998-05-15,5.68,7.19
1998-05-18,5.64,NA
1998-05-19,5.65,NA
1998-05-20,5.61,NA
1998-05-21,5.65,NA
1998-05-22,5.64,7.1
1998-05-25,NA,NA
1998-05-26,5.59,NA
1998-05-27,5.56,NA
1998-05-28,5.58,NA
1998-05-29,5.56,7.07
1998-06-01,5.53,NA
1998-06-02,5.56,NA
1998-06-03,5.57,NA
1998-06-04,5.59,NA
1998-06-05,5.58,7.05
1998-06-08,5.58,NA
1998-06-09,5.59,NA
1998-06-10,5.51,NA
1998-06-11,5.44,NA
1998-06-12,5.43,7.04
1998-06-15,5.38,NA
1998-06-16,5.45,NA
1998-06-17,5.54,NA
1998-06-18,5.5,NA
1998-06-19,5.47,6.94
1998-06-22,5.46,NA
1998-06-23,5.45,NA
1998-06-24,5.46,NA
1998-06-25,5.46,NA
1998-06-26,5.46,6.96
1998-06-29,5.47,NA
1998-06-30,5.44,NA
1998-07-01,5.44,NA
1998-07-02,5.42,NA
1998-07-03,NA,6.98
1998-07-06,5.39,NA
1998-07-07,5.42,NA
1998-07-08,5.43,NA
1998-07-09,5.41,NA
1998-07-10,5.42,6.91
1998-07-13,5.46,NA
1998-07-14,5.49,NA
1998-07-15,5.48,NA
1998-07-16,5.5,NA
1998-07-17,5.51,6.94
1998-07-20,5.48,NA
1998-07-21,5.45,NA
1998-07-22,5.46,NA
1998-07-23,5.45,NA
1998-07-24,5.45,6.96
1998-07-27,5.47,NA
1998-07-28,5.5,NA
1998-07-29,5.52,NA
1998-07-30,5.5,NA
1998-07-31,5.5,6.97
1998-08-03,5.46,NA
1998-08-04,5.43,NA
1998-08-05,5.43,NA
1998-08-06,5.44,NA
1998-08-07,5.4,6.94
1998-08-10,5.41,NA
1998-08-11,5.37,NA
1998-08-12,5.4,NA
1998-08-13,5.44,NA
1998-08-14,5.4,6.91
1998-08-17,5.4,NA
1998-08-18,5.41,NA
1998-08-19,5.42,NA
1998-08-20,5.38,NA
1998-08-21,5.32,6.92
1998-08-24,5.3,NA
1998-08-25,5.25,NA
1998-08-26,5.26,NA
1998-08-27,5.12,NA
1998-08-28,5.09,6.92
1998-08-31,5.05,NA
1998-09-01,5.05,NA
1998-09-02,5.1,NA
1998-09-03,5.03,NA
1998-09-04,5.02,6.82
1998-09-07,NA,NA
1998-09-08,5.04,NA
1998-09-09,4.95,NA
1998-09-10,4.76,NA
1998-09-11,4.85,6.77
1998-09-14,4.87,NA
1998-09-15,4.9,NA
1998-09-16,4.88,NA
1998-09-17,4.8,NA
1998-09-18,4.7,6.66
1998-09-21,4.69,NA
1998-09-22,4.73,NA
1998-09-23,4.69,NA
1998-09-24,4.64,NA
1998-09-25,4.6,6.64
1998-09-28,4.61,NA
1998-09-29,4.59,NA
1998-09-30,4.44,NA
1998-10-01,4.33,NA
1998-10-02,4.31,6.6
1998-10-05,4.16,NA
1998-10-06,4.24,NA
1998-10-07,4.34,NA
1998-10-08,4.56,NA
1998-10-09,4.77,6.49
1998-10-12,NA,NA
1998-10-13,4.73,NA
1998-10-14,4.58,NA
1998-10-15,4.58,NA
1998-10-16,4.44,6.9
1998-10-19,4.47,NA
1998-10-20,4.57,NA
1998-10-21,4.59,NA
1998-10-22,4.62,NA
1998-10-23,4.7,6.73
1998-10-26,4.73,NA
1998-10-27,4.63,NA
1998-10-28,4.6,NA
1998-10-29,4.54,NA
1998-10-30,4.64,6.83
1998-11-02,4.77,NA
1998-11-03,4.78,NA
1998-11-04,4.83,NA
1998-11-05,4.82,NA
1998-11-06,4.93,6.89
1998-11-09,4.88,NA
1998-11-10,4.81,NA
1998-11-11,NA,NA
1998-11-12,4.77,NA
1998-11-13,4.82,6.93
1998-11-16,4.85,NA
1998-11-17,4.87,NA
1998-11-18,4.85,NA
1998-11-19,4.85,NA
1998-11-20,4.82,6.86
1998-11-23,4.84,NA
1998-11-24,4.85,NA
1998-11-25,4.83,NA
1998-11-26,NA,NA
1998-11-27,4.81,6.78
1998-11-30,4.74,NA
1998-12-01,4.67,NA
1998-12-02,4.59,NA
1998-12-03,4.58,NA
1998-12-04,4.62,6.71
1998-12-07,4.69,NA
1998-12-08,4.6,NA
1998-12-09,4.56,NA
1998-12-10,4.53,NA
1998-12-11,4.61,6.69
1998-12-14,4.58,NA
1998-12-15,4.62,NA
1998-12-16,4.58,NA
1998-12-17,4.58,NA
1998-12-18,4.58,6.69
1998-12-21,4.64,NA
1998-12-22,4.7,NA
1998-12-23,4.81,NA
1998-12-24,4.86,NA
1998-12-25,NA,6.77
1998-12-28,4.78,NA
1998-12-29,4.71,NA
1998-12-30,4.65,NA
1998-12-31,4.65,6.83
1999-01-01,NA,NA
1999-01-04,4.69,NA
1999-01-05,4.74,NA
1999-01-06,4.73,NA
1999-01-07,4.77,NA
1999-01-08,4.86,6.79
1999-01-11,4.9,NA
1999-01-12,4.82,NA
1999-01-13,4.74,NA
1999-01-14,4.63,NA
1999-01-15,4.66,6.83
1999-01-18,NA,NA
1999-01-19,4.71,NA
1999-01-20,4.76,NA
1999-01-21,4.7,NA
1999-01-22,4.64,6.78
1999-01-25,4.67,NA
1999-01-26,4.69,NA
1999-01-27,4.68,NA
1999-01-28,4.67,NA
1999-01-29,4.66,6.74
1999-02-01,4.75,NA
1999-02-02,4.79,NA
1999-02-03,4.83,NA
1999-02-04,4.89,NA
1999-02-05,4.94,6.75
1999-02-08,4.94,NA
1999-02-09,4.91,NA
1999-02-10,4.9,NA
1999-02-11,4.93,NA
1999-02-12,5.06,6.77
1999-02-15,NA,NA
1999-02-16,5.03,NA
1999-02-17,4.98,NA
1999-02-18,5.04,NA
1999-02-19,5.07,6.82
1999-02-22,5.03,NA
1999-02-23,5.1,NA
1999-02-24,5.18,NA
1999-02-25,5.32,NA
1999-02-26,5.29,6.89
1999-03-01,5.4,NA
1999-03-02,5.35,NA
1999-03-03,5.39,NA
1999-03-04,5.41,NA
1999-03-05,5.34,7.06
1999-03-08,5.29,NA
1999-03-09,5.18,NA
1999-03-10,5.2,NA
1999-03-11,5.21,NA
1999-03-12,5.16,7.11
1999-03-15,5.15,NA
1999-03-16,5.11,NA
1999-03-17,5.14,NA
1999-03-18,5.11,NA
1999-03-19,5.17,7.01
1999-03-22,5.21,NA
1999-03-23,5.2,NA
1999-03-24,5.17,NA
1999-03-25,5.21,NA
1999-03-26,5.21,6.98
1999-03-29,5.28,NA
1999-03-30,5.21,NA
1999-03-31,5.25,NA
1999-04-01,5.27,NA
1999-04-02,5.2,6.98
1999-04-05,5.2,NA
1999-04-06,5.13,NA
1999-04-07,5.14,NA
1999-04-08,5.03,NA
1999-04-09,5.05,6.92
1999-04-12,5.06,NA
1999-04-13,5.12,NA
1999-04-14,5.13,NA
1999-04-15,5.18,NA
1999-04-16,5.23,6.87
1999-04-19,5.18,NA
1999-04-20,5.16,NA
1999-04-21,5.17,NA
1999-04-22,5.25,NA
1999-04-23,5.26,6.88
1999-04-26,5.23,NA
1999-04-27,5.22,NA
1999-04-28,5.27,NA
1999-04-29,5.22,NA
1999-04-30,5.36,6.93
1999-05-03,5.38,NA
1999-05-04,5.42,NA
1999-05-05,5.4,NA
1999-05-06,5.52,NA
1999-05-07,5.54,7.02
1999-05-10,5.54,NA
1999-05-11,5.59,NA
1999-05-12,5.51,NA
1999-05-13,5.41,NA
1999-05-14,5.62,7.1
1999-05-17,5.66,NA
1999-05-18,5.68,NA
1999-05-19,5.6,NA
1999-05-20,5.6,NA
1999-05-21,5.52,7.23
1999-05-24,5.5,NA
1999-05-25,5.49,NA
1999-05-26,5.55,NA
1999-05-27,5.62,NA
1999-05-28,5.64,7.23
1999-05-31,NA,NA
1999-06-01,5.78,NA
1999-06-02,5.8,NA
1999-06-03,5.8,NA
1999-06-04,5.82,7.41
1999-06-07,5.81,NA
1999-06-08,5.83,NA
1999-06-09,5.87,NA
1999-06-10,5.92,NA
1999-06-11,6.02,7.51
1999-06-14,5.98,NA
1999-06-15,5.98,NA
1999-06-16,5.94,NA
1999-06-17,5.79,NA
1999-06-18,5.84,7.65
1999-06-21,5.9,NA
1999-06-22,5.94,NA
1999-06-23,6,NA
1999-06-24,6.05,NA
1999-06-25,6.02,7.63
1999-06-28,5.96,NA
1999-06-29,5.93,NA
1999-06-30,5.81,NA
1999-07-01,5.85,NA
1999-07-02,5.82,7.71
1999-07-05,NA,NA
1999-07-06,5.88,NA
1999-07-07,5.92,NA
1999-07-08,5.85,NA
1999-07-09,5.84,7.65
1999-07-12,5.74,NA
1999-07-13,5.71,NA
1999-07-14,5.74,NA
1999-07-15,5.72,NA
1999-07-16,5.68,7.58
1999-07-19,5.66,NA
1999-07-20,5.65,NA
1999-07-21,5.66,NA
1999-07-22,5.78,NA
1999-07-23,5.84,7.52
1999-07-26,5.86,NA
1999-07-27,5.82,NA
1999-07-28,5.81,NA
1999-07-29,5.88,NA
1999-07-30,5.92,7.7
1999-08-02,5.92,NA
1999-08-03,5.95,NA
1999-08-04,5.96,NA
1999-08-05,5.88,NA
1999-08-06,6.02,7.89
1999-08-09,6.13,NA
1999-08-10,6.16,NA
1999-08-11,6.05,NA
1999-08-12,6.08,NA
1999-08-13,5.98,8.15
1999-08-16,5.98,NA
1999-08-17,5.89,NA
1999-08-18,5.88,NA
1999-08-19,5.9,NA
1999-08-20,5.88,7.93
1999-08-23,5.89,NA
1999-08-24,5.85,NA
1999-08-25,5.73,NA
1999-08-26,5.75,NA
1999-08-27,5.85,7.8
1999-08-30,5.95,NA
1999-08-31,5.98,NA
1999-09-01,5.99,NA
1999-09-02,6.03,NA
1999-09-03,5.89,7.83
1999-09-06,NA,NA
1999-09-07,5.95,NA
1999-09-08,5.93,NA
1999-09-09,5.97,NA
1999-09-10,5.89,7.88
1999-09-13,5.92,NA
1999-09-14,5.96,NA
1999-09-15,5.94,NA
1999-09-16,5.9,NA
1999-09-17,5.87,7.82
1999-09-20,5.91,NA
1999-09-21,5.94,NA
1999-09-22,5.92,NA
1999-09-23,5.87,NA
1999-09-24,5.75,7.76
1999-09-27,5.83,NA
1999-09-28,5.89,NA
1999-09-29,5.97,NA
1999-09-30,5.9,NA
1999-10-01,6,7.7
1999-10-04,5.95,NA
1999-10-05,6.02,NA
1999-10-06,6.04,NA
1999-10-07,6.05,NA
1999-10-08,6.04,7.82
1999-10-11,NA,NA
1999-10-12,6.07,NA
1999-10-13,6.12,NA
1999-10-14,6.17,NA
1999-10-15,6.09,7.85
1999-10-18,6.12,NA
1999-10-19,6.18,NA
1999-10-20,6.19,NA
1999-10-21,6.2,NA
1999-10-22,6.21,7.93
1999-10-25,6.22,NA
1999-10-26,6.24,NA
1999-10-27,6.19,NA
1999-10-28,6.12,NA
1999-10-29,6.02,7.96
1999-11-01,6.06,NA
1999-11-02,6.04,NA
1999-11-03,6.01,NA
1999-11-04,5.95,NA
1999-11-05,5.92,7.84
1999-11-08,5.95,NA
1999-11-09,5.97,NA
1999-11-10,6,NA
1999-11-11,NA,NA
1999-11-12,5.93,7.67
1999-11-15,5.94,NA
1999-11-16,5.97,NA
1999-11-17,6.04,NA
1999-11-18,6.06,NA
1999-11-19,6.07,7.69
1999-11-22,6.09,NA
1999-11-23,6.08,NA
1999-11-24,6.09,NA
1999-11-25,NA,NA
1999-11-26,6.12,7.75
1999-11-29,6.21,NA
1999-11-30,6.18,NA
1999-12-01,6.21,NA
1999-12-02,6.24,NA
1999-12-03,6.17,7.84
1999-12-06,6.16,NA
1999-12-07,6.11,NA
1999-12-08,6.15,NA
1999-12-09,6.14,NA
1999-12-10,6.08,7.84
1999-12-13,6.11,NA
1999-12-14,6.22,NA
1999-12-15,6.25,NA
1999-12-16,6.31,NA
1999-12-17,6.3,7.86
1999-12-20,6.36,NA
1999-12-21,6.38,NA
1999-12-22,6.39,NA
1999-12-23,6.41,NA
1999-12-24,NA,7.96
1999-12-27,6.4,NA
1999-12-28,6.43,NA
1999-12-29,6.4,NA
1999-12-30,6.39,NA
1999-12-31,6.45,8.06
2000-01-03,6.58,NA
2000-01-04,6.49,NA
2000-01-05,6.62,NA
2000-01-06,6.57,NA
2000-01-07,6.52,8.15
2000-01-10,6.57,NA
2000-01-11,6.67,NA
2000-01-12,6.72,NA
2000-01-13,6.63,NA
2000-01-14,6.69,8.18
2000-01-17,NA,NA
2000-01-18,6.75,NA
2000-01-19,6.73,NA
2000-01-20,6.79,NA
2000-01-21,6.79,8.26
2000-01-24,6.69,NA
2000-01-25,6.7,NA
2000-01-26,6.69,NA
2000-01-27,6.68,NA
2000-01-28,6.66,8.25
2000-01-31,6.68,NA
2000-02-01,6.62,NA
2000-02-02,6.6,NA
2000-02-03,6.49,NA
2000-02-04,6.53,8.25
2000-02-07,6.64,NA
2000-02-08,6.59,NA
2000-02-09,6.56,NA
2000-02-10,6.67,NA
2000-02-11,6.63,8.36
2000-02-14,6.56,NA
2000-02-15,6.56,NA
2000-02-16,6.56,NA
2000-02-17,6.58,NA
2000-02-18,6.49,8.38
2000-02-21,NA,NA
2000-02-22,6.36,NA
2000-02-23,6.44,NA
2000-02-24,6.36,NA
2000-02-25,6.36,8.31
2000-02-28,6.37,NA
2000-02-29,6.42,NA
2000-03-01,6.39,NA
2000-03-02,6.4,NA
2000-03-03,6.39,8.27
2000-03-06,6.42,NA
2000-03-07,6.39,NA
2000-03-08,6.38,NA
2000-03-09,6.35,NA
2000-03-10,6.39,8.23
2000-03-13,6.36,NA
2000-03-14,6.31,NA
2000-03-15,6.29,NA
2000-03-16,6.26,NA
2000-03-17,6.2,8.24
2000-03-20,6.18,NA
2000-03-21,6.13,NA
2000-03-22,6.13,NA
2000-03-23,6.08,NA
2000-03-24,6.2,8.23
2000-03-27,6.21,NA
2000-03-28,6.17,NA
2000-03-29,6.18,NA
2000-03-30,6.06,NA
2000-03-31,6.03,8.23
2000-04-03,6,NA
2000-04-04,5.9,NA
2000-04-05,5.9,NA
2000-04-06,5.93,NA
2000-04-07,5.86,8.2
2000-04-10,5.8,NA
2000-04-11,5.89,NA
2000-04-12,5.97,NA
2000-04-13,5.94,NA
2000-04-14,5.85,8.12
2000-04-17,6.01,NA
2000-04-18,6.05,NA
2000-04-19,5.99,NA
2000-04-20,5.99,NA
2000-04-21,NA,8.16
2000-04-24,6,NA
2000-04-25,6.14,NA
2000-04-26,6.14,NA
2000-04-27,6.23,NA
2000-04-28,6.23,8.13
2000-05-01,6.29,NA
2000-05-02,6.32,NA
2000-05-03,6.4,NA
2000-05-04,6.46,NA
2000-05-05,6.51,8.28
2000-05-08,6.57,NA
2000-05-09,6.53,NA
2000-05-10,6.47,NA
2000-05-11,6.43,NA
2000-05-12,6.51,8.52
2000-05-15,6.47,NA
2000-05-16,6.43,NA
2000-05-17,6.48,NA
2000-05-18,6.56,NA
2000-05-19,6.51,8.64
2000-05-22,6.44,NA
2000-05-23,6.45,NA
2000-05-24,6.47,NA
2000-05-25,6.39,NA
2000-05-26,6.33,8.62
2000-05-29,NA,NA
2000-05-30,6.38,NA
2000-05-31,6.29,NA
2000-06-01,6.2,NA
2000-06-02,6.15,8.54
2000-06-05,6.12,NA
2000-06-06,6.14,NA
2000-06-07,6.13,NA
2000-06-08,6.13,NA
2000-06-09,6.13,8.32
2000-06-12,6.09,NA
2000-06-13,6.11,NA
2000-06-14,6.06,NA
2000-06-15,6.05,NA
2000-06-16,5.99,8.22
2000-06-19,6,NA
2000-06-20,6.03,NA
2000-06-21,6.11,NA
2000-06-22,6.12,NA
2000-06-23,6.19,8.14
2000-06-26,6.11,NA
2000-06-27,6.1,NA
2000-06-28,6.11,NA
2000-06-29,6.04,NA
2000-06-30,6.03,8.22
2000-07-03,6,NA
2000-07-04,NA,NA
2000-07-05,5.99,NA
2000-07-06,6.05,NA
2000-07-07,6.01,8.16
2000-07-10,6.04,NA
2000-07-11,6.06,NA
2000-07-12,6.09,NA
2000-07-13,6.01,NA
2000-07-14,6.1,8.09
2000-07-17,6.17,NA
2000-07-18,6.16,NA
2000-07-19,6.16,NA
2000-07-20,6.01,NA
2000-07-21,6.01,8.21
2000-07-24,6.04,NA
2000-07-25,6.04,NA
2000-07-26,6.04,NA
2000-07-27,6.02,NA
2000-07-28,6.04,8.13
2000-07-31,6.04,NA
2000-08-01,6,NA
2000-08-02,5.98,NA
2000-08-03,5.95,NA
2000-08-04,5.91,8.12
2000-08-07,5.97,NA
2000-08-08,5.93,NA
2000-08-09,5.81,NA
2000-08-10,5.76,NA
2000-08-11,5.79,8.04
2000-08-14,5.78,NA
2000-08-15,5.81,NA
2000-08-16,5.83,NA
2000-08-17,5.81,NA
2000-08-18,5.78,7.96
2000-08-21,5.79,NA
2000-08-22,5.78,NA
2000-08-23,5.73,NA
2000-08-24,5.73,NA
2000-08-25,5.73,7.99
2000-08-28,5.78,NA
2000-08-29,5.81,NA
2000-08-30,5.81,NA
2000-08-31,5.73,NA
2000-09-01,5.68,7.96
2000-09-04,NA,NA
2000-09-05,5.69,NA
2000-09-06,5.72,NA
2000-09-07,5.76,NA
2000-09-08,5.73,7.94
2000-09-11,5.77,NA
2000-09-12,5.78,NA
2000-09-13,5.74,NA
2000-09-14,5.79,NA
2000-09-15,5.84,7.88
2000-09-18,5.88,NA
2000-09-19,5.86,NA
2000-09-20,5.91,NA
2000-09-21,5.88,NA
2000-09-22,5.85,7.9
2000-09-25,5.84,NA
2000-09-26,5.81,NA
2000-09-27,5.83,NA
2000-09-28,5.82,NA
2000-09-29,5.8,7.88
2000-10-02,5.83,NA
2000-10-03,5.87,NA
2000-10-04,5.9,NA
2000-10-05,5.87,NA
2000-10-06,5.82,7.83
2000-10-09,NA,NA
2000-10-10,5.8,NA
2000-10-11,5.77,NA
2000-10-12,5.73,NA
2000-10-13,5.73,7.84
2000-10-16,5.74,NA
2000-10-17,5.68,NA
2000-10-18,5.66,NA
2000-10-19,5.66,NA
2000-10-20,5.64,7.83
2000-10-23,5.59,NA
2000-10-24,5.63,NA
2000-10-25,5.67,NA
